	Features	0-precision	1-precision	0-recall	1-recall	0-fscore	1-fscore	Accuracy	Std-Error
66	Glucose,DiabetesPedigreeFunction,Age	0.9	0.6027397260273972	0.7128712871287128	0.8461538461538461	0.7955801104972375	0.7040000000000001	0.7522034556396816	0.07425315968017426
75	Glucose,Insulin,BMI	0.9102564102564102	0.6	0.7029702970297029	0.8653846153846154	0.7932960893854748	0.7086614173228346	0.699009900990099	0.056185204039217986
88	Glucose,SkinThickness,Insulin,Age	0.8987341772151899	0.5945945945945946	0.7029702970297029	0.8461538461538461	0.7888888888888888	0.6984126984126985	0.7205979421471559	0.04519711745360392
99	Glucose,BloodPressure,BMI	0.8987341772151899	0.5945945945945946	0.7029702970297029	0.8461538461538461	0.7888888888888888	0.6984126984126985	0.7068336245389244	0.05475499426301265
86	Glucose,SkinThickness,BMI,DiabetesPedigreeFunction,Age	0.8426966292134831	0.59375	0.7425742574257426	0.7307692307692307	0.7894736842105263	0.6551724137931033	0.7166957872257813	0.05482836178965426
69	Glucose,BMI,DiabetesPedigreeFunction	0.797979797979798	0.5925925925925926	0.7821782178217822	0.6153846153846154	0.7899999999999999	0.6037735849056604	0.700990099009901	0.0464596635886108
87	Glucose,SkinThickness,Insulin	0.9090909090909091	0.5921052631578947	0.693069306930693	0.8653846153846154	0.7865168539325842	0.703125	0.6930887206367695	0.04158524600420055
95	Glucose,BloodPressure	0.8588235294117647	0.5882352941176471	0.7227722772277227	0.7692307692307693	0.7849462365591399	0.6666666666666667	0.6969714618520675	0.05257360646289262
70	Glucose,BMI,DiabetesPedigreeFunction,Age	0.8588235294117647	0.5882352941176471	0.7227722772277227	0.7692307692307693	0.7849462365591399	0.6666666666666667	0.7323820617355853	0.059976664717742705
84	Glucose,SkinThickness,BMI,Age	0.8974358974358975	0.5866666666666667	0.693069306930693	0.8461538461538461	0.7821229050279329	0.6929133858267718	0.7323820617355853	0.03848754376936896
107	Glucose,BloodPressure,Insulin,BMI	0.9078947368421053	0.5844155844155844	0.6831683168316832	0.8653846153846154	0.7796610169491525	0.6976744186046512	0.7029120559114734	0.055582956006650246
